图片名称: 003458, 时间戳: 2025-12-18 17:45:59, 缺陷类别: 划痕(scratches), 推理用时: 0.5693 秒, 背景占比: 97.71%, 缺陷占比: 2.29%
图片名称: 000935, 时间戳: 2025-12-18 17:46:03, 缺陷类别: 夹渣(inclusion), 推理用时: 0.0038 秒, 背景占比: 96.75%, 缺陷占比: 3.25%
图片名称: 001210, 时间戳: 2025-12-18 17:46:03, 缺陷类别: 斑块(patches), 推理用时: 0.0043 秒, 背景占比: 68.02%, 缺陷占比: 31.98%
图片名称: 002089, 时间戳: 2025-12-18 17:46:03, 缺陷类别: 斑块(patches), 推理用时: 0.0036 秒, 背景占比: 97.81%, 缺陷占比: 2.19%
图片名称: 000091, 时间戳: 2025-12-18 17:46:03, 缺陷类别: 夹渣(inclusion), 推理用时: 0.0036 秒, 背景占比: 99.19%, 缺陷占比: 0.81%
图片名称: 001021, 时间戳: 2025-12-18 17:46:03, 缺陷类别: 夹渣(inclusion), 推理用时: 0.0037 秒, 背景占比: 89.90%, 缺陷占比: 10.10%
图片名称: 000602, 时间戳: 2025-12-18 17:46:03, 缺陷类别: 划痕(scratches), 推理用时: 0.0041 秒, 背景占比: 99.15%, 缺陷占比: 0.85%
图片名称: 003676, 时间戳: 2025-12-18 17:46:03, 缺陷类别: 夹渣(inclusion)、斑块(patches), 推理用时: 0.0047 秒, 背景占比: 90.31%, 缺陷占比: 9.69%
图片名称: 000810, 时间戳: 2025-12-18 17:46:03, 缺陷类别: 斑块(patches)、划痕(scratches), 推理用时: 0.0045 秒, 背景占比: 70.77%, 缺陷占比: 29.23%
图片名称: 000498, 时间戳: 2025-12-18 17:46:03, 缺陷类别: 划痕(scratches), 推理用时: 0.0049 秒, 背景占比: 96.86%, 缺陷占比: 3.15%
图片名称: 002485, 时间戳: 2025-12-18 17:46:03, 缺陷类别: 夹渣(inclusion)、划痕(scratches), 推理用时: 0.0044 秒, 背景占比: 85.59%, 缺陷占比: 14.41%
图片名称: 004334, 时间戳: 2025-12-18 17:46:03, 缺陷类别: 夹渣(inclusion)、斑块(patches)、划痕(scratches), 推理用时: 0.0054 秒, 背景占比: 76.85%, 缺陷占比: 23.15%
图片名称: 004371, 时间戳: 2025-12-18 17:46:03, 缺陷类别: 斑块(patches)、划痕(scratches), 推理用时: 0.0039 秒, 背景占比: 73.40%, 缺陷占比: 26.60%
图片名称: 001658, 时间戳: 2025-12-18 17:46:03, 缺陷类别: 划痕(scratches), 推理用时: 0.0042 秒, 背景占比: 90.97%, 缺陷占比: 9.03%
图片名称: 004166, 时间戳: 2025-12-18 17:46:03, 缺陷类别: 斑块(patches)、划痕(scratches), 推理用时: 0.0036 秒, 背景占比: 84.53%, 缺陷占比: 15.47%
图片名称: 001359, 时间戳: 2025-12-18 17:46:03, 缺陷类别: 斑块(patches), 推理用时: 0.0040 秒, 背景占比: 72.43%, 缺陷占比: 27.57%
图片名称: 002541, 时间戳: 2025-12-18 17:46:03, 缺陷类别: 划痕(scratches), 推理用时: 0.0037 秒, 背景占比: 97.14%, 缺陷占比: 2.86%
图片名称: 000116, 时间戳: 2025-12-18 17:46:03, 缺陷类别: 夹渣(inclusion), 推理用时: 0.0037 秒, 背景占比: 90.45%, 缺陷占比: 9.55%
图片名称: 001962, 时间戳: 2025-12-18 17:46:03, 缺陷类别: 夹渣(inclusion), 推理用时: 0.0041 秒, 背景占比: 90.82%, 缺陷占比: 9.18%
图片名称: 002471, 时间戳: 2025-12-18 17:46:03, 缺陷类别: 夹渣(inclusion)、划痕(scratches), 推理用时: 0.0042 秒, 背景占比: 90.64%, 缺陷占比: 9.35%
图片名称: 002609, 时间戳: 2025-12-18 17:46:03, 缺陷类别: 划痕(scratches), 推理用时: 0.0043 秒, 背景占比: 95.34%, 缺陷占比: 4.67%
图片名称: 004241, 时间戳: 2025-12-18 17:46:03, 缺陷类别: 斑块(patches)、划痕(scratches), 推理用时: 0.0037 秒, 背景占比: 80.85%, 缺陷占比: 19.15%
图片名称: 001466, 时间戳: 2025-12-18 17:46:03, 缺陷类别: 斑块(patches), 推理用时: 0.0036 秒, 背景占比: 69.97%, 缺陷占比: 30.03%
图片名称: 002648, 时间戳: 2025-12-18 17:46:03, 缺陷类别: 夹渣(inclusion), 推理用时: 0.0054 秒, 背景占比: 93.11%, 缺陷占比: 6.89%
图片名称: 000248, 时间戳: 2025-12-18 17:46:03, 缺陷类别: 夹渣(inclusion), 推理用时: 0.0055 秒, 背景占比: 92.86%, 缺陷占比: 7.14%
图片名称: 002084, 时间戳: 2025-12-18 17:46:03, 缺陷类别: 斑块(patches), 推理用时: 0.0036 秒, 背景占比: 95.78%, 缺陷占比: 4.22%
图片名称: 004327, 时间戳: 2025-12-18 17:46:03, 缺陷类别: 斑块(patches)、划痕(scratches), 推理用时: 0.0038 秒, 背景占比: 78.11%, 缺陷占比: 21.89%
图片名称: 001689, 时间戳: 2025-12-18 17:46:03, 缺陷类别: 划痕(scratches), 推理用时: 0.0041 秒, 背景占比: 95.15%, 缺陷占比: 4.85%
图片名称: 001901, 时间戳: 2025-12-18 17:46:03, 缺陷类别: 夹渣(inclusion), 推理用时: 0.0037 秒, 背景占比: 99.46%, 缺陷占比: 0.54%
图片名称: 004271, 时间戳: 2025-12-18 17:46:03, 缺陷类别: 斑块(patches)、划痕(scratches), 推理用时: 0.0036 秒, 背景占比: 88.98%, 缺陷占比: 11.02%
图片名称: 002938, 时间戳: 2025-12-18 17:46:03, 缺陷类别: 斑块(patches), 推理用时: 0.0041 秒, 背景占比: 87.84%, 缺陷占比: 12.16%
图片名称: 000917, 时间戳: 2025-12-18 17:46:03, 缺陷类别: 夹渣(inclusion), 推理用时: 0.0041 秒, 背景占比: 97.76%, 缺陷占比: 2.24%
图片名称: 001584, 时间戳: 2025-12-18 17:46:03, 缺陷类别: 划痕(scratches), 推理用时: 0.0036 秒, 背景占比: 92.18%, 缺陷占比: 7.82%
图片名称: 002407, 时间戳: 2025-12-18 17:46:03, 缺陷类别: 划痕(scratches), 推理用时: 0.0039 秒, 背景占比: 91.87%, 缺陷占比: 8.13%
图片名称: 002288, 时间戳: 2025-12-18 17:46:03, 缺陷类别: 斑块(patches), 推理用时: 0.0039 秒, 背景占比: 92.58%, 缺陷占比: 7.42%
图片名称: 002836, 时间戳: 2025-12-18 17:46:04, 缺陷类别: 夹渣(inclusion), 推理用时: 0.0036 秒, 背景占比: 98.55%, 缺陷占比: 1.46%
图片名称: 002348, 时间戳: 2025-12-18 17:46:04, 缺陷类别: 斑块(patches), 推理用时: 0.0037 秒, 背景占比: 87.67%, 缺陷占比: 12.32%
图片名称: 001372, 时间戳: 2025-12-18 17:46:04, 缺陷类别: 斑块(patches), 推理用时: 0.0038 秒, 背景占比: 55.73%, 缺陷占比: 44.27%
图片名称: 003037, 时间戳: 2025-12-18 17:46:04, 缺陷类别: 斑块(patches), 推理用时: 0.0042 秒, 背景占比: 89.00%, 缺陷占比: 11.00%
图片名称: 002942, 时间戳: 2025-12-18 17:46:04, 缺陷类别: 斑块(patches), 推理用时: 0.0037 秒, 背景占比: 75.81%, 缺陷占比: 24.20%
图片名称: 000811, 时间戳: 2025-12-18 17:46:04, 缺陷类别: 夹渣(inclusion)、斑块(patches)、划痕(scratches), 推理用时: 0.0037 秒, 背景占比: 81.59%, 缺陷占比: 18.41%
图片名称: 002966, 时间戳: 2025-12-18 17:46:04, 缺陷类别: 斑块(patches), 推理用时: 0.0038 秒, 背景占比: 81.75%, 缺陷占比: 18.25%
图片名称: 001792, 时间戳: 2025-12-18 17:46:04, 缺陷类别: 夹渣(inclusion), 推理用时: 0.0042 秒, 背景占比: 95.48%, 缺陷占比: 4.52%
图片名称: 002209, 时间戳: 2025-12-18 17:46:04, 缺陷类别: 斑块(patches), 推理用时: 0.0040 秒, 背景占比: 94.74%, 缺陷占比: 5.26%
图片名称: 002925, 时间戳: 2025-12-18 17:46:04, 缺陷类别: 夹渣(inclusion), 推理用时: 0.0036 秒, 背景占比: 97.64%, 缺陷占比: 2.36%
图片名称: 002990, 时间戳: 2025-12-18 17:46:04, 缺陷类别: 斑块(patches), 推理用时: 0.0037 秒, 背景占比: 84.28%, 缺陷占比: 15.72%
图片名称: 003434, 时间戳: 2025-12-18 17:46:04, 缺陷类别: 划痕(scratches), 推理用时: 0.0038 秒, 背景占比: 96.84%, 缺陷占比: 3.16%
图片名称: 003385, 时间戳: 2025-12-18 17:46:04, 缺陷类别: 划痕(scratches), 推理用时: 0.0042 秒, 背景占比: 88.62%, 缺陷占比: 11.38%
图片名称: 000530_test, 时间戳: 2025-12-18 17:46:04, 缺陷类别: 划痕(scratches), 推理用时: 0.0037 秒, 背景占比: 92.89%, 缺陷占比: 7.11%
图片名称: 004275, 时间戳: 2025-12-18 17:46:04, 缺陷类别: 斑块(patches)、划痕(scratches), 推理用时: 0.0036 秒, 背景占比: 76.33%, 缺陷占比: 23.67%
图片名称: 000660, 时间戳: 2025-12-18 17:46:04, 缺陷类别: 划痕(scratches), 推理用时: 0.0036 秒, 背景占比: 89.42%, 缺陷占比: 10.59%
图片名称: 002112, 时间戳: 2025-12-18 17:46:04, 缺陷类别: 斑块(patches), 推理用时: 0.0040 秒, 背景占比: 96.49%, 缺陷占比: 3.51%
图片名称: 000819, 时间戳: 2025-12-18 17:46:04, 缺陷类别: 斑块(patches)、划痕(scratches), 推理用时: 0.0041 秒, 背景占比: 79.61%, 缺陷占比: 20.39%
图片名称: 002579, 时间戳: 2025-12-18 17:46:04, 缺陷类别: 划痕(scratches), 推理用时: 0.0037 秒, 背景占比: 96.73%, 缺陷占比: 3.28%
图片名称: 003881, 时间戳: 2025-12-18 17:46:04, 缺陷类别: 夹渣(inclusion)、划痕(scratches), 推理用时: 0.0036 秒, 背景占比: 90.61%, 缺陷占比: 9.38%
图片名称: 003832, 时间戳: 2025-12-18 17:46:04, 缺陷类别: 夹渣(inclusion)、划痕(scratches), 推理用时: 0.0037 秒, 背景占比: 94.94%, 缺陷占比: 5.06%
图片名称: 003163, 时间戳: 2025-12-18 17:46:04, 缺陷类别: 斑块(patches), 推理用时: 0.0039 秒, 背景占比: 80.64%, 缺陷占比: 19.36%
图片名称: 000022, 时间戳: 2025-12-18 17:46:04, 缺陷类别: 夹渣(inclusion), 推理用时: 0.0038 秒, 背景占比: 83.75%, 缺陷占比: 16.25%
图片名称: 002205, 时间戳: 2025-12-18 17:46:04, 缺陷类别: 斑块(patches), 推理用时: 0.0038 秒, 背景占比: 63.59%, 缺陷占比: 36.41%
图片名称: 000199, 时间戳: 2025-12-18 17:46:04, 缺陷类别: 夹渣(inclusion), 推理用时: 0.0039 秒, 背景占比: 88.64%, 缺陷占比: 11.36%
图片名称: 000344, 时间戳: 2025-12-18 17:46:04, 缺陷类别: 斑块(patches), 推理用时: 0.0039 秒, 背景占比: 78.58%, 缺陷占比: 21.42%
图片名称: 001620, 时间戳: 2025-12-18 17:46:04, 缺陷类别: 夹渣(inclusion)、划痕(scratches), 推理用时: 0.0041 秒, 背景占比: 82.70%, 缺陷占比: 17.30%
图片名称: 001314, 时间戳: 2025-12-18 17:46:04, 缺陷类别: 斑块(patches), 推理用时: 0.0037 秒, 背景占比: 78.97%, 缺陷占比: 21.03%
图片名称: 001227, 时间戳: 2025-12-18 17:46:04, 缺陷类别: 斑块(patches), 推理用时: 0.0036 秒, 背景占比: 71.96%, 缺陷占比: 28.04%
图片名称: 003213, 时间戳: 2025-12-18 17:46:04, 缺陷类别: 斑块(patches), 推理用时: 0.0036 秒, 背景占比: 83.96%, 缺陷占比: 16.04%
图片名称: 001355, 时间戳: 2025-12-18 17:46:04, 缺陷类别: 斑块(patches), 推理用时: 0.0040 秒, 背景占比: 48.70%, 缺陷占比: 51.30%
图片名称: 002138, 时间戳: 2025-12-18 17:46:04, 缺陷类别: 斑块(patches), 推理用时: 0.0036 秒, 背景占比: 78.17%, 缺陷占比: 21.83%
图片名称: 001916, 时间戳: 2025-12-18 17:46:04, 缺陷类别: 夹渣(inclusion), 推理用时: 0.0036 秒, 背景占比: 91.36%, 缺陷占比: 8.64%
图片名称: 003506, 时间戳: 2025-12-18 17:46:04, 缺陷类别: 划痕(scratches), 推理用时: 0.0037 秒, 背景占比: 91.45%, 缺陷占比: 8.55%
图片名称: 004076, 时间戳: 2025-12-18 17:46:04, 缺陷类别: 夹渣(inclusion)、划痕(scratches), 推理用时: 0.0038 秒, 背景占比: 91.82%, 缺陷占比: 8.18%
图片名称: 001116, 时间戳: 2025-12-18 17:46:04, 缺陷类别: 夹渣(inclusion), 推理用时: 0.0038 秒, 背景占比: 92.85%, 缺陷占比: 7.15%
图片名称: 002764, 时间戳: 2025-12-18 17:46:04, 缺陷类别: 夹渣(inclusion), 推理用时: 0.0038 秒, 背景占比: 92.14%, 缺陷占比: 7.86%
图片名称: 000226, 时间戳: 2025-12-18 17:46:04, 缺陷类别: 夹渣(inclusion), 推理用时: 0.0036 秒, 背景占比: 93.42%, 缺陷占比: 6.58%
图片名称: 002495, 时间戳: 2025-12-18 17:46:04, 缺陷类别: 划痕(scratches), 推理用时: 0.0037 秒, 背景占比: 87.88%, 缺陷占比: 12.12%
图片名称: 002032, 时间戳: 2025-12-18 17:46:04, 缺陷类别: 夹渣(inclusion), 推理用时: 0.0040 秒, 背景占比: 98.35%, 缺陷占比: 1.65%
图片名称: 003666, 时间戳: 2025-12-18 17:46:04, 缺陷类别: 夹渣(inclusion)、斑块(patches), 推理用时: 0.0036 秒, 背景占比: 83.35%, 缺陷占比: 16.65%
图片名称: 000250_test, 时间戳: 2025-12-18 17:46:04, 缺陷类别: 斑块(patches), 推理用时: 0.0036 秒, 背景占比: 93.16%, 缺陷占比: 6.84%
图片名称: 001516, 时间戳: 2025-12-18 17:46:04, 缺陷类别: 划痕(scratches), 推理用时: 0.0036 秒, 背景占比: 91.61%, 缺陷占比: 8.39%
图片名称: 003218, 时间戳: 2025-12-18 17:46:04, 缺陷类别: 斑块(patches), 推理用时: 0.0039 秒, 背景占比: 87.57%, 缺陷占比: 12.43%
图片名称: 002067, 时间戳: 2025-12-18 17:46:04, 缺陷类别: 斑块(patches), 推理用时: 0.0037 秒, 背景占比: 67.41%, 缺陷占比: 32.59%
图片名称: 001596, 时间戳: 2025-12-18 17:46:04, 缺陷类别: 划痕(scratches), 推理用时: 0.0036 秒, 背景占比: 86.54%, 缺陷占比: 13.46%
图片名称: 000291, 时间戳: 2025-12-18 17:46:04, 缺陷类别: 夹渣(inclusion), 推理用时: 0.0036 秒, 背景占比: 95.30%, 缺陷占比: 4.70%
图片名称: 001250, 时间戳: 2025-12-18 17:46:04, 缺陷类别: 斑块(patches), 推理用时: 0.0036 秒, 背景占比: 84.02%, 缺陷占比: 15.98%
图片名称: 004319, 时间戳: 2025-12-18 17:46:04, 缺陷类别: 斑块(patches)、划痕(scratches), 推理用时: 0.0036 秒, 背景占比: 66.43%, 缺陷占比: 33.57%
图片名称: 002994, 时间戳: 2025-12-18 17:46:04, 缺陷类别: 斑块(patches), 推理用时: 0.0040 秒, 背景占比: 85.70%, 缺陷占比: 14.30%
图片名称: 002002, 时间戳: 2025-12-18 17:46:04, 缺陷类别: 夹渣(inclusion), 推理用时: 0.0040 秒, 背景占比: 99.34%, 缺陷占比: 0.66%
图片名称: 000272, 时间戳: 2025-12-18 17:46:04, 缺陷类别: 夹渣(inclusion), 推理用时: 0.0036 秒, 背景占比: 98.59%, 缺陷占比: 1.41%
图片名称: 004153, 时间戳: 2025-12-18 17:46:04, 缺陷类别: 斑块(patches)、划痕(scratches), 推理用时: 0.0036 秒, 背景占比: 88.63%, 缺陷占比: 11.37%
图片名称: 001852, 时间戳: 2025-12-18 17:46:04, 缺陷类别: 夹渣(inclusion), 推理用时: 0.0036 秒, 背景占比: 97.38%, 缺陷占比: 2.62%
图片名称: 001753, 时间戳: 2025-12-18 17:46:04, 缺陷类别: 划痕(scratches), 推理用时: 0.0037 秒, 背景占比: 94.78%, 缺陷占比: 5.22%
图片名称: 002860, 时间戳: 2025-12-18 17:46:04, 缺陷类别: 夹渣(inclusion), 推理用时: 0.0040 秒, 背景占比: 97.76%, 缺陷占比: 2.24%
图片名称: 002778, 时间戳: 2025-12-18 17:46:04, 缺陷类别: 夹渣(inclusion), 推理用时: 0.0036 秒, 背景占比: 96.44%, 缺陷占比: 3.56%
图片名称: 002551, 时间戳: 2025-12-18 17:46:04, 缺陷类别: 划痕(scratches), 推理用时: 0.0036 秒, 背景占比: 97.11%, 缺陷占比: 2.89%
图片名称: 003200, 时间戳: 2025-12-18 17:46:04, 缺陷类别: 斑块(patches), 推理用时: 0.0035 秒, 背景占比: 80.54%, 缺陷占比: 19.46%
图片名称: 000768, 时间戳: 2025-12-18 17:46:04, 缺陷类别: 斑块(patches)、划痕(scratches), 推理用时: 0.0035 秒, 背景占比: 86.05%, 缺陷占比: 13.95%
图片名称: 002075, 时间戳: 2025-12-18 17:46:04, 缺陷类别: 斑块(patches), 推理用时: 0.0037 秒, 背景占比: 71.50%, 缺陷占比: 28.50%
图片名称: 003325, 时间戳: 2025-12-18 17:46:04, 缺陷类别: 划痕(scratches), 推理用时: 0.0040 秒, 背景占比: 91.97%, 缺陷占比: 8.03%
图片名称: 002968, 时间戳: 2025-12-18 17:46:04, 缺陷类别: 斑块(patches), 推理用时: 0.0036 秒, 背景占比: 93.51%, 缺陷占比: 6.49%
图片名称: 002788, 时间戳: 2025-12-18 17:46:04, 缺陷类别: 夹渣(inclusion), 推理用时: 0.0036 秒, 背景占比: 98.76%, 缺陷占比: 1.24%
图片名称: 003453, 时间戳: 2025-12-18 17:46:04, 缺陷类别: 划痕(scratches), 推理用时: 0.0037 秒, 背景占比: 94.24%, 缺陷占比: 5.76%
图片名称: 002405, 时间戳: 2025-12-18 17:46:04, 缺陷类别: 划痕(scratches), 推理用时: 0.0044 秒, 背景占比: 86.55%, 缺陷占比: 13.45%
图片名称: 002768, 时间戳: 2025-12-18 17:46:04, 缺陷类别: 夹渣(inclusion), 推理用时: 0.0040 秒, 背景占比: 99.89%, 缺陷占比: 0.11%
图片名称: 004071, 时间戳: 2025-12-18 17:46:04, 缺陷类别: 夹渣(inclusion)、划痕(scratches), 推理用时: 0.0035 秒, 背景占比: 96.47%, 缺陷占比: 3.53%
图片名称: 000242_test, 时间戳: 2025-12-18 17:46:04, 缺陷类别: 斑块(patches), 推理用时: 0.0036 秒, 背景占比: 83.45%, 缺陷占比: 16.55%
图片名称: 002148, 时间戳: 2025-12-18 17:46:04, 缺陷类别: 斑块(patches), 推理用时: 0.0035 秒, 背景占比: 71.72%, 缺陷占比: 28.28%
图片名称: 002269, 时间戳: 2025-12-18 17:46:04, 缺陷类别: 斑块(patches), 推理用时: 0.0040 秒, 背景占比: 88.21%, 缺陷占比: 11.79%
图片名称: 002099, 时间戳: 2025-12-18 17:46:04, 缺陷类别: 斑块(patches), 推理用时: 0.0041 秒, 背景占比: 79.05%, 缺陷占比: 20.95%
图片名称: 001105, 时间戳: 2025-12-18 17:46:04, 缺陷类别: 夹渣(inclusion), 推理用时: 0.0037 秒, 背景占比: 86.98%, 缺陷占比: 13.02%
图片名称: 000385, 时间戳: 2025-12-18 17:46:04, 缺陷类别: 斑块(patches), 推理用时: 0.0039 秒, 背景占比: 71.73%, 缺陷占比: 28.27%
图片名称: 003660, 时间戳: 2025-12-18 17:46:04, 缺陷类别: 夹渣(inclusion)、斑块(patches), 推理用时: 0.0036 秒, 背景占比: 85.19%, 缺陷占比: 14.81%
图片名称: 001123, 时间戳: 2025-12-18 17:46:04, 缺陷类别: 夹渣(inclusion), 推理用时: 0.0040 秒, 背景占比: 99.16%, 缺陷占比: 0.84%
图片名称: 000253_test, 时间戳: 2025-12-18 17:46:04, 缺陷类别: 斑块(patches), 推理用时: 0.0040 秒, 背景占比: 81.38%, 缺陷占比: 18.62%
图片名称: 002147, 时间戳: 2025-12-18 17:46:04, 缺陷类别: 斑块(patches), 推理用时: 0.0036 秒, 背景占比: 88.80%, 缺陷占比: 11.20%
图片名称: 004109, 时间戳: 2025-12-18 17:46:04, 缺陷类别: 夹渣(inclusion)、划痕(scratches), 推理用时: 0.0035 秒, 背景占比: 85.79%, 缺陷占比: 14.21%
图片名称: 002171, 时间戳: 2025-12-18 17:46:04, 缺陷类别: 斑块(patches), 推理用时: 0.0036 秒, 背景占比: 83.57%, 缺陷占比: 16.43%
图片名称: 001371, 时间戳: 2025-12-18 17:46:04, 缺陷类别: 斑块(patches), 推理用时: 0.0040 秒, 背景占比: 59.02%, 缺陷占比: 40.98%
图片名称: 004229, 时间戳: 2025-12-18 17:46:04, 缺陷类别: 斑块(patches)、划痕(scratches), 推理用时: 0.0040 秒, 背景占比: 62.87%, 缺陷占比: 37.13%
图片名称: 003442, 时间戳: 2025-12-18 17:46:04, 缺陷类别: 划痕(scratches), 推理用时: 0.0036 秒, 背景占比: 98.20%, 缺陷占比: 1.80%
图片名称: 001313, 时间戳: 2025-12-18 17:46:04, 缺陷类别: 斑块(patches), 推理用时: 0.0036 秒, 背景占比: 91.22%, 缺陷占比: 8.77%
图片名称: 001295, 时间戳: 2025-12-18 17:46:04, 缺陷类别: 斑块(patches), 推理用时: 0.0035 秒, 背景占比: 76.55%, 缺陷占比: 23.45%
图片名称: 002124, 时间戳: 2025-12-18 17:46:04, 缺陷类别: 斑块(patches), 推理用时: 0.0035 秒, 背景占比: 85.11%, 缺陷占比: 14.89%
图片名称: 001290, 时间戳: 2025-12-18 17:46:04, 缺陷类别: 斑块(patches), 推理用时: 0.0037 秒, 背景占比: 86.80%, 缺陷占比: 13.21%
图片名称: 003661, 时间戳: 2025-12-18 17:46:04, 缺陷类别: 夹渣(inclusion)、斑块(patches), 推理用时: 0.0039 秒, 背景占比: 89.63%, 缺陷占比: 10.37%
图片名称: 001653, 时间戳: 2025-12-18 17:46:04, 缺陷类别: 划痕(scratches), 推理用时: 0.0046 秒, 背景占比: 97.40%, 缺陷占比: 2.60%
图片名称: 000501_test, 时间戳: 2025-12-18 17:46:04, 缺陷类别: 划痕(scratches), 推理用时: 0.0041 秒, 背景占比: 97.07%, 缺陷占比: 2.93%
图片名称: 000483, 时间戳: 2025-12-18 17:46:04, 缺陷类别: 划痕(scratches), 推理用时: 0.0041 秒, 背景占比: 88.58%, 缺陷占比: 11.42%
图片名称: 000605, 时间戳: 2025-12-18 17:46:04, 缺陷类别: 划痕(scratches), 推理用时: 0.0035 秒, 背景占比: 95.28%, 缺陷占比: 4.72%
图片名称: 003091, 时间戳: 2025-12-18 17:46:04, 缺陷类别: 斑块(patches), 推理用时: 0.0036 秒, 背景占比: 70.41%, 缺陷占比: 29.59%
图片名称: 002800, 时间戳: 2025-12-18 17:46:04, 缺陷类别: 夹渣(inclusion), 推理用时: 0.0036 秒, 背景占比: 93.40%, 缺陷占比: 6.60%
图片名称: 002748, 时间戳: 2025-12-18 17:46:04, 缺陷类别: 夹渣(inclusion), 推理用时: 0.0035 秒, 背景占比: 95.95%, 缺陷占比: 4.05%
图片名称: 003782, 时间戳: 2025-12-18 17:46:04, 缺陷类别: 夹渣(inclusion)、斑块(patches), 推理用时: 0.0035 秒, 背景占比: 87.96%, 缺陷占比: 12.04%
图片名称: 000457, 时间戳: 2025-12-18 17:46:04, 缺陷类别: 划痕(scratches), 推理用时: 0.0036 秒, 背景占比: 89.67%, 缺陷占比: 10.33%
图片名称: 000691, 时间戳: 2025-12-18 17:46:04, 缺陷类别: 划痕(scratches), 推理用时: 0.0040 秒, 背景占比: 93.65%, 缺陷占比: 6.35%
图片名称: 002253, 时间戳: 2025-12-18 17:46:05, 缺陷类别: 斑块(patches), 推理用时: 0.0040 秒, 背景占比: 65.98%, 缺陷占比: 34.02%
图片名称: 001736, 时间戳: 2025-12-18 17:46:05, 缺陷类别: 夹渣(inclusion)、划痕(scratches), 推理用时: 0.0037 秒, 背景占比: 96.66%, 缺陷占比: 3.34%
图片名称: 001184, 时间戳: 2025-12-18 17:46:05, 缺陷类别: 夹渣(inclusion), 推理用时: 0.0035 秒, 背景占比: 98.96%, 缺陷占比: 1.04%
图片名称: 002929, 时间戳: 2025-12-18 17:46:05, 缺陷类别: 夹渣(inclusion), 推理用时: 0.0039 秒, 背景占比: 99.00%, 缺陷占比: 1.00%
图片名称: 003185, 时间戳: 2025-12-18 17:46:05, 缺陷类别: 斑块(patches), 推理用时: 0.0042 秒, 背景占比: 86.82%, 缺陷占比: 13.18%
图片名称: 002535, 时间戳: 2025-12-18 17:46:05, 缺陷类别: 划痕(scratches), 推理用时: 0.0038 秒, 背景占比: 90.88%, 缺陷占比: 9.12%
图片名称: 001910, 时间戳: 2025-12-18 17:46:05, 缺陷类别: 夹渣(inclusion), 推理用时: 0.0036 秒, 背景占比: 96.52%, 缺陷占比: 3.48%
图片名称: 004297, 时间戳: 2025-12-18 17:46:05, 缺陷类别: 斑块(patches)、划痕(scratches), 推理用时: 0.0035 秒, 背景占比: 68.47%, 缺陷占比: 31.54%
